Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	Classification
SST_SSTR4	SST	somatostatin	SSTR4	somatostatin receptor 4	other
SST_SSTR5	SST	somatostatin	SSTR5	somatostatin receptor 5	other
SYTL3_NRXN1	SYTL3	synaptotagmin-like 3	NRXN1	neurexin 1	other
TAC1_TACR1	TAC1	tachykinin, precursor 1	TACR1	tachykinin receptor 1	other
TAC1_TACR2	TAC1	tachykinin, precursor 1	TACR2	tachykinin receptor 2	other
TAC1_TACR3	TAC1	tachykinin, precursor 1	TACR3	tachykinin receptor 3	other
TAC3_TACR1	TAC3	tachykinin 3	TACR1	tachykinin receptor 1	other
TAC3_TACR2	TAC3	tachykinin 3	TACR2	tachykinin receptor 2	other
TAC3_TACR3	TAC3	tachykinin 3	TACR3	tachykinin receptor 3	other
TAC4_TACR1	TAC4	tachykinin 4 (hemokinin)	TACR1	tachykinin receptor 1	other
TAC4_TACR2	TAC4	tachykinin 4 (hemokinin)	TACR2	tachykinin receptor 2	other
TAC4_TACR3	TAC4	tachykinin 4 (hemokinin)	TACR3	tachykinin receptor 3	other
TCN2_CNR1	TCN2	transcobalamin II	CNR1	cannabinoid receptor 1 (brain)	other
TCN2_LRP2	TCN2	transcobalamin II	LRP2	low density lipoprotein receptor-related protein 2	other
TCTN1_TMEM67	TCTN1	tectonic family member 1	TMEM67	transmembrane protein 67	other
TDGF1_ACVR1B	TDGF1	teratocarcinoma-derived growth factor 1	ACVR1B	activin A receptor, type IB	growth factor
TDGF1_ACVR1C	TDGF1	teratocarcinoma-derived growth factor 1	ACVR1C	activin A receptor, type IC	growth factor
TDGF1_ACVR2A	TDGF1	teratocarcinoma-derived growth factor 1	ACVR2A	activin A receptor, type IIA	growth factor
TDGF1_ACVR2B	TDGF1	teratocarcinoma-derived growth factor 1	ACVR2B	activin A receptor, type IIB	growth factor
TDGF1_GPC1	TDGF1	teratocarcinoma-derived growth factor 1	GPC1	glypican 1	growth factor
TFPI_F3	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	F3	coagulation factor III (thromboplastin, tissue factor)	other
TFPI_LRP1	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	LRP1	low density lipoprotein receptor-related protein 1	other
TFPI_SDC4	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	SDC4	syndecan 4	other
TFPI_VLDLR	TFPI	tissue factor pathway inhibitor (lipoprotein-associated coagulation inhibitor)	VLDLR	very low density lipoprotein receptor	other
TF_GPR162	TF	transferrin	GPR162	G protein-coupled receptor 162	other
TF_TFR2	TF	transferrin	TFR2	transferrin receptor 2	other
TF_TFRC	TF	transferrin	TFRC	transferrin receptor	other
TGFA_EGFR	TGFA	transforming growth factor, alpha	EGFR	epidermal growth factor receptor	growth factor
TGFA_ERBB2	TGFA	transforming growth factor, alpha	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	growth factor
TGFA_ERBB3	TGFA	transforming growth factor, alpha	ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	growth factor
TGFA_ERBB4	TGFA	transforming growth factor, alpha	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	growth factor
TGFB1_ACVRL1	TGFB1	transforming growth factor, beta 1	ACVRL1	activin A receptor type II-like 1	growth factor
TGFB1_CAV1	TGFB1	transforming growth factor, beta 1	CAV1	caveolin 1, caveolae protein, 22kDa	growth factor
TGFB1_CD109	TGFB1	transforming growth factor, beta 1	CD109	CD109 molecule	growth factor
TGFB1_CXCR4	TGFB1	transforming growth factor, beta 1	CXCR4	chemokine (C-X-C motif) receptor 4	growth factor
TGFB1_ENG	TGFB1	transforming growth factor, beta 1	ENG	endoglin	growth factor
TGFB1_ITGAV	TGFB1	transforming growth factor, beta 1	ITGAV	integrin, alpha V	growth factor
TGFB1_ITGB6	TGFB1	transforming growth factor, beta 1	ITGB6	integrin, beta 6	growth factor
TGFB1_ITGB8	TGFB1	transforming growth factor, beta 1	ITGB8	integrin, beta 8	growth factor
TGFB1_SDC2	TGFB1	transforming growth factor, beta 1	SDC2	syndecan 2	growth factor
TGFB1_TGFBR1	TGFB1	transforming growth factor, beta 1	TGFBR1	transforming growth factor, beta receptor 1	growth factor
TGFB1_TGFBR2	TGFB1	transforming growth factor, beta 1	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	growth factor
TGFB1_TGFBR3	TGFB1	transforming growth factor, beta 1	TGFBR3	transforming growth factor, beta receptor III	growth factor
TGFB2_ACVR1	TGFB2	transforming growth factor, beta 2	ACVR1	activin A receptor, type I	growth factor
TGFB2_ENG	TGFB2	transforming growth factor, beta 2	ENG	endoglin	growth factor
TGFB2_TGFBR1	TGFB2	transforming growth factor, beta 2	TGFBR1	transforming growth factor, beta receptor 1	growth factor
TGFB2_TGFBR2	TGFB2	transforming growth factor, beta 2	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	growth factor
TGFB2_TGFBR3	TGFB2	transforming growth factor, beta 2	TGFBR3	transforming growth factor, beta receptor III	growth factor
TGFB3_ACVRL1	TGFB3	transforming growth factor, beta 3	ACVRL1	activin A receptor type II-like 1	growth factor
TGFB3_ENG	TGFB3	transforming growth factor, beta 3	ENG	endoglin	growth factor
TGFB3_TGFBR1	TGFB3	transforming growth factor, beta 3	TGFBR1	transforming growth factor, beta receptor 1	growth factor
TGFB3_TGFBR2	TGFB3	transforming growth factor, beta 3	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	growth factor
TGFB3_TGFBR3	TGFB3	transforming growth factor, beta 3	TGFBR3	transforming growth factor, beta receptor III	growth factor
TGM2_GPR56	TGM2	transglutaminase 2	GPR56	G protein-coupled receptor 56	other
TGM2_ITGA4	TGM2	transglutaminase 2	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	other
TGM2_ITGA9	TGM2	transglutaminase 2	ITGA9	integrin, alpha 9	other
TGM2_ITGB1	TGM2	transglutaminase 2	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
TGM2_ITGB3	TGM2	transglutaminase 2	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	other
TGM2_SDC4	TGM2	transglutaminase 2	SDC4	syndecan 4	other
TGM2_TBXA2R	TGM2	transglutaminase 2	TBXA2R	thromboxane A2 receptor	other
TG_ASGR1	TG	thyroglobulin	ASGR1	asialoglycoprotein receptor 1	other
TG_LRP2	TG	thyroglobulin	LRP2	low density lipoprotein receptor-related protein 2	other
THBS1_CD36	THBS1	thrombospondin 1	CD36	CD36 molecule (thrombospondin receptor)	other
THBS1_CD47	THBS1	thrombospondin 1	CD47	CD47 molecule	other
THBS1_ITGA2B	THBS1	thrombospondin 1	ITGA2B	integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)	other
THBS1_ITGA3	THBS1	thrombospondin 1	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
THBS1_ITGA4	THBS1	thrombospondin 1	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	other
THBS1_ITGA6	THBS1	thrombospondin 1	ITGA6	integrin, alpha 6	other
THBS1_ITGB1	THBS1	thrombospondin 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
THBS1_ITGB3	THBS1	thrombospondin 1	ITGB3	integrin, beta 3 (platelet glycoprotein IIIa, antigen CD61)	other
THBS1_LRP1	THBS1	thrombospondin 1	LRP1	low density lipoprotein receptor-related protein 1	other
THBS1_LRP5	THBS1	thrombospondin 1	LRP5	low density lipoprotein receptor-related protein 5	other
THBS1_SCARB1	THBS1	thrombospondin 1	SCARB1	scavenger receptor class B, member 1	other
THBS1_SDC1	THBS1	thrombospondin 1	SDC1	syndecan 1	other
THBS1_SDC4	THBS1	thrombospondin 1	SDC4	syndecan 4	other
THBS1_TNFRSF11B	THBS1	thrombospondin 1	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	other
THBS2_CD47	THBS2	thrombospondin 2	CD47	CD47 molecule	other
THBS2_ITGA4	THBS2	thrombospondin 2	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	other
THBS2_ITGA6	THBS2	thrombospondin 2	ITGA6	integrin, alpha 6	other
THBS2_ITGB1	THBS2	thrombospondin 2	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
THBS2_NOTCH3	THBS2	thrombospondin 2	NOTCH3	notch 3	other
THBS2_NOTCH4	THBS2	thrombospondin 2	NOTCH4	notch 4	other
THPO_MPL	THPO	thrombopoietin	MPL	myeloproliferative leukemia virus oncogene	other
THPO_SIRPB1	THPO	thrombopoietin	SIRPB1	signal-regulatory protein beta 1	other
TIMP1_CD63	TIMP1	TIMP metallopeptidase inhibitor 1	CD63	CD63 molecule	other
TIMP2_ITGA3	TIMP2	TIMP metallopeptidase inhibitor 2	ITGA3	integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)	other
TIMP2_ITGB1	TIMP2	TIMP metallopeptidase inhibitor 2	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
TIMP3_AGTR2	TIMP3	TIMP metallopeptidase inhibitor 3	AGTR2	angiotensin II receptor, type 2	other
TIMP3_KDR	TIMP3	TIMP metallopeptidase inhibitor 3	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	other
TNC_CNTN1	TNC	tenascin C	CNTN1	contactin 1	other
TNC_EGFR	TNC	tenascin C	EGFR	epidermal growth factor receptor	other
TNC_ITGA2	TNC	tenascin C	ITGA2	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor)	other
TNC_ITGA5	TNC	tenascin C	ITGA5	integrin, alpha 5 (fibronectin receptor, alpha polypeptide)	other
TNC_ITGA7	TNC	tenascin C	ITGA7	integrin, alpha 7	other
TNC_ITGA8	TNC	tenascin C	ITGA8	integrin, alpha 8	other
TNC_ITGA9	TNC	tenascin C	ITGA9	integrin, alpha 9	other
TNC_ITGAV	TNC	tenascin C	ITGAV	integrin, alpha V	other
TNC_ITGB1	TNC	tenascin C	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
TNC_NT5E	TNC	tenascin C	NT5E	5'-nucleotidase, ecto (CD73)	other
TNC_PTPRB	TNC	tenascin C	PTPRB	protein tyrosine phosphatase, receptor type, B	other
TNC_PTPRZ1	TNC	tenascin C	PTPRZ1	protein tyrosine phosphatase, receptor-type, Z polypeptide 1	other
TNC_SDC1	TNC	tenascin C	SDC1	syndecan 1	other
TNC_SDC4	TNC	tenascin C	SDC4	syndecan 4	other
TNFSF10_TNFRSF10A	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	TNFRSF10A	tumor necrosis factor receptor superfamily, member 10a	other
TNFSF10_TNFRSF10B	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	TNFRSF10B	tumor necrosis factor receptor superfamily, member 10b	other
TNFSF10_TNFRSF10C	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	TNFRSF10C	tumor necrosis factor receptor superfamily, member 10c, decoy without an intracellular domain	other
TNFSF10_TNFRSF10D	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	TNFRSF10D	tumor necrosis factor receptor superfamily, member 10d, decoy with truncated death domain	other
TNFSF10_TNFRSF11B	TNFSF10	tumor necrosis factor (ligand) superfamily, member 10	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	other
TNFSF11_TNFRSF11A	TNFSF11	tumor necrosis factor (ligand) superfamily, member 11	TNFRSF11A	tumor necrosis factor receptor superfamily, member 11a, NFKB activator	other
TNFSF11_TNFRSF11B	TNFSF11	tumor necrosis factor (ligand) superfamily, member 11	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	other
TNFSF12_TNFRSF12A	TNFSF12	tumor necrosis factor (ligand) superfamily, member 12	TNFRSF12A	tumor necrosis factor receptor superfamily, member 12A	other
TNFSF12_TNFRSF25	TNFSF12	tumor necrosis factor (ligand) superfamily, member 12	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	other
TNFSF13B_TNFRSF13B	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B	other
TNFSF13B_TNFRSF13C	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	TNFRSF13C	tumor necrosis factor receptor superfamily, member 13C	other
TNFSF13B_TNFRSF17	TNFSF13B	tumor necrosis factor (ligand) superfamily, member 13b	TNFRSF17	tumor necrosis factor receptor superfamily, member 17	other
TNFSF13_FAS	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	FAS	Fas cell surface death receptor	other
TNFSF13_SDC2	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	SDC2	syndecan 2	other
TNFSF13_TNFRSF11B	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	TNFRSF11B	tumor necrosis factor receptor superfamily, member 11b	other
TNFSF13_TNFRSF13B	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	TNFRSF13B	tumor necrosis factor receptor superfamily, member 13B	other
TNFSF13_TNFRSF14	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	TNFRSF14	tumor necrosis factor receptor superfamily, member 14	other
TNFSF13_TNFRSF17	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	TNFRSF17	tumor necrosis factor receptor superfamily, member 17	other
TNFSF13_TNFRSF1A	TNFSF13	tumor necrosis factor (ligand) superfamily, member 13	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	other
TNFSF14_LTBR	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	checkpoint
TNFSF14_TNFRSF14	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14	TNFRSF14	tumor necrosis factor receptor superfamily, member 14	checkpoint
TNFSF14_TNFRSF6B	TNFSF14	tumor necrosis factor (ligand) superfamily, member 14	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	checkpoint
TNFSF15_TNFRSF25	TNFSF15	tumor necrosis factor (ligand) superfamily, member 15	TNFRSF25	tumor necrosis factor receptor superfamily, member 25	other
TNFSF15_TNFRSF6B	TNFSF15	tumor necrosis factor (ligand) superfamily, member 15	TNFRSF6B	tumor necrosis factor receptor superfamily, member 6b, decoy	other
TNFSF18_TNFRSF18	TNFSF18	tumor necrosis factor (ligand) superfamily, member 18	TNFRSF18	tumor necrosis factor receptor superfamily, member 18	checkpoint
TNFSF4_TNFRSF4	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4	TNFRSF4	tumor necrosis factor receptor superfamily, member 4	checkpoint
TNFSF4_TRAF2	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4	TRAF2	TNF receptor-associated factor 2	checkpoint
TNFSF8_TNFRSF8	TNFSF8	tumor necrosis factor (ligand) superfamily, member 8	TNFRSF8	tumor necrosis factor receptor superfamily, member 8	other
TNFSF9_TNFRSF9	TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	TNFRSF9	tumor necrosis factor receptor superfamily, member 9	checkpoint
TNFSF9_TRAF2	TNFSF9	tumor necrosis factor (ligand) superfamily, member 9	TRAF2	TNF receptor-associated factor 2	checkpoint
TNF_LTBR	TNF	tumor necrosis factor	LTBR	lymphotoxin beta receptor (TNFR superfamily, member 3)	other
TNF_SLC5A11	TNF	tumor necrosis factor	SLC5A11	solute carrier family 5 (sodium/inositol cotransporter), member 11	other
TNF_TNFRSF1A	TNF	tumor necrosis factor	TNFRSF1A	tumor necrosis factor receptor superfamily, member 1A	other
TNF_TNFRSF1B	TNF	tumor necrosis factor	TNFRSF1B	tumor necrosis factor receptor superfamily, member 1B	other
TNF_TNFRSF21	TNF	tumor necrosis factor	TNFRSF21	tumor necrosis factor receptor superfamily, member 21	other
TNF_TRAF2	TNF	tumor necrosis factor	TRAF2	TNF receptor-associated factor 2	other
TPH1_HTR1A	TPH1	tryptophan hydroxylase 1	HTR1A	5-hydroxytryptamine (serotonin) receptor 1A, G protein-coupled	other
TPH1_HTR1B	TPH1	tryptophan hydroxylase 1	HTR1B	5-hydroxytryptamine (serotonin) receptor 1B, G protein-coupled	other
TPH1_HTR1D	TPH1	tryptophan hydroxylase 1	HTR1D	5-hydroxytryptamine (serotonin) receptor 1D, G protein-coupled	other
TPH1_HTR1E	TPH1	tryptophan hydroxylase 1	HTR1E	5-hydroxytryptamine (serotonin) receptor 1E, G protein-coupled	other
TPH1_HTR1F	TPH1	tryptophan hydroxylase 1	HTR1F	5-hydroxytryptamine (serotonin) receptor 1F, G protein-coupled	other
TPH1_HTR2A	TPH1	tryptophan hydroxylase 1	HTR2A	5-hydroxytryptamine (serotonin) receptor 2A, G protein-coupled	other
TPH1_HTR2B	TPH1	tryptophan hydroxylase 1	HTR2B	5-hydroxytryptamine (serotonin) receptor 2B, G protein-coupled	other
TPH1_HTR2C	TPH1	tryptophan hydroxylase 1	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled	other
TPH1_HTR4	TPH1	tryptophan hydroxylase 1	HTR4	5-hydroxytryptamine (serotonin) receptor 4, G protein-coupled	other
TPH1_HTR5A	TPH1	tryptophan hydroxylase 1	HTR5A	5-hydroxytryptamine (serotonin) receptor 5A, G protein-coupled	other
TPH1_HTR6	TPH1	tryptophan hydroxylase 1	HTR6	5-hydroxytryptamine (serotonin) receptor 6, G protein-coupled	other
TPH1_HTR7	TPH1	tryptophan hydroxylase 1	HTR7	5-hydroxytryptamine (serotonin) receptor 7, adenylate cyclase-coupled	other
TRH_TRHR	TRH	thyrotropin-releasing hormone	TRHR	thyrotropin-releasing hormone receptor	other
TSHB_TSHR	TSHB	thyroid stimulating hormone, beta	TSHR	thyroid stimulating hormone receptor	other
TSLP_IL7R	TSLP	thymic stromal lymphopoietin	IL7R	interleukin 7 receptor	other
UBA52_ACVR1	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	ACVR1	activin A receptor, type I	other
UBA52_AGTR1	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	AGTR1	angiotensin II receptor, type 1	other
UBA52_BMPR1B	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	BMPR1B	bone morphogenetic protein receptor, type IB	other
UBA52_EGFR	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	EGFR	epidermal growth factor receptor	other
UBA52_ERBB2	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2	other
UBA52_FSHR	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	FSHR	follicle stimulating hormone receptor	other
UBA52_NOTCH1	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	NOTCH1	notch 1	other
UBA52_TGFBR1	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	TGFBR1	transforming growth factor, beta receptor 1	other
UBA52_TGFBR2	UBA52	ubiquitin A-52 residue ribosomal protein fusion product 1	TGFBR2	transforming growth factor, beta receptor II (70/80kDa)	other
UCN2_CRHR1	UCN2	urocortin 2	CRHR1	corticotropin releasing hormone receptor 1	other
UCN2_CRHR2	UCN2	urocortin 2	CRHR2	corticotropin releasing hormone receptor 2	other
UCN2_IL10RB	UCN2	urocortin 2	IL10RB	interleukin 10 receptor, beta	other
UCN3_CRHR1	UCN3	urocortin 3	CRHR1	corticotropin releasing hormone receptor 1	other
UCN3_CRHR2	UCN3	urocortin 3	CRHR2	corticotropin releasing hormone receptor 2	other
UCN3_IL10RB	UCN3	urocortin 3	IL10RB	interleukin 10 receptor, beta	other
UCN_CRHR1	UCN	urocortin	CRHR1	corticotropin releasing hormone receptor 1	other
UCN_CRHR2	UCN	urocortin	CRHR2	corticotropin releasing hormone receptor 2	other
ULBP2_KLRK1	ULBP2	UL16 binding protein 2	KLRK1	killer cell lectin-like receptor subfamily K, member 1	other
UTS2B_UTS2R	UTS2B	urotensin 2B	UTS2R	urotensin 2 receptor	other
UTS2_UTS2R	UTS2	urotensin 2	UTS2R	urotensin 2 receptor	other
VASP_CXCR2	VASP	vasodilator-stimulated phosphoprotein	CXCR2	chemokine (C-X-C motif) receptor 2	other
VCAM1_ITGA4	VCAM1	vascular cell adhesion molecule 1	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	other
VCAM1_ITGA9	VCAM1	vascular cell adhesion molecule 1	ITGA9	integrin, alpha 9	other
VCAM1_ITGAD	VCAM1	vascular cell adhesion molecule 1	ITGAD	integrin, alpha D	other
VCAM1_ITGB1	VCAM1	vascular cell adhesion molecule 1	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
VCAM1_ITGB2	VCAM1	vascular cell adhesion molecule 1	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)	other
VCAM1_ITGB7	VCAM1	vascular cell adhesion molecule 1	ITGB7	integrin, beta 7	other
VCAN_CD44	VCAN	versican	CD44	CD44 molecule (Indian blood group)	other
VCAN_EGFR	VCAN	versican	EGFR	epidermal growth factor receptor	other
VCAN_ITGA4	VCAN	versican	ITGA4	integrin, alpha 4 (antigen CD49D, alpha 4 subunit of VLA-4 receptor)	other
VCAN_ITGB1	VCAN	versican	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	other
VCAN_SELL	VCAN	versican	SELL	selectin L	other
VCAN_SELP	VCAN	versican	SELP	selectin P (granule membrane protein 140kDa, antigen CD62)	other
VCAN_TLR1	VCAN	versican	TLR1	toll-like receptor 1	other
VCAN_TLR2	VCAN	versican	TLR2	toll-like receptor 2	other
VEGFA_EGFR	VEGFA	vascular endothelial growth factor A	EGFR	epidermal growth factor receptor	growth factor
VEGFA_EPHB2	VEGFA	vascular endothelial growth factor A	EPHB2	EPH receptor B2	growth factor
VEGFA_FLT1	VEGFA	vascular endothelial growth factor A	FLT1	fms-related tyrosine kinase 1	growth factor
VEGFA_GPC1	VEGFA	vascular endothelial growth factor A	GPC1	glypican 1	growth factor
VEGFA_ITGA9	VEGFA	vascular endothelial growth factor A	ITGA9	integrin, alpha 9	growth factor
VEGFA_ITGAV	VEGFA	vascular endothelial growth factor A	ITGAV	integrin, alpha V	growth factor
VEGFA_ITGB1	VEGFA	vascular endothelial growth factor A	ITGB1	integrin, beta 1 (fibronectin receptor, beta polypeptide, antigen CD29 includes MDF2, MSK12)	growth factor
VEGFA_KDR	VEGFA	vascular endothelial growth factor A	KDR	kinase insert domain receptor (a type III receptor tyrosine kinase)	growth factor
